question,option1,option2,option3,option4,answer
"கீழ்க்கண்ட இணைகளில் சரியானவற்றைத் தேர்ந்தெடுக்கவும்:\n\n1. Being on the sea sail being on the land settled - காலத்திற்கேற்ற கோலம் கொள்\n\n2. No rains no grains - மாரியல்லது காரியம் இல்லை\n\n3. Bad words find bad acceptance - தனிமரம் தோப்பாகாது\n\n4. One flower makes no garland - நுணலும் தன் வாயாற் கெடும்",1 மற்றும் 2 சரி,3 மற்றும் 4 சரி,1 மற்றும் 3 சரி,2 மற்றும் 4 சரி,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Little wealth little care - மடியில் கனமில்லையென்றால் வழியில் பயமில்லை\n\n2. Look before you leap - ஆழம் அறியாமல் காலை விடாதே",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Something is better than nothing - ஆலையில்லா ஊருக்கு இலுப்பைப்பூ சருக்கரை\n\n2. Though he endeavours all he can - கோபம் குலத்தைக் கெடுக்கும்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,2
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Anger is sworn enemy - கோபம் குலத்தைக் கெடுக்கும்\n\n2. Break my head and bring a plaster - பிள்ளையைக் கிள்ளிவிட்டுத் தொட்டிலையும் ஆட்டுவதுபோல",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. There is danger in men's smiles - தொழுத கையுள்ளும் படை ஒடுங்கும்\n\n2. Like hand and glove - நிழலின் அருமை வெயிலில் தெரியும்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,2
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Wealth is best known by want - நிழலின் அருமை வெயிலில் தெரியும்\n\n2. A wolf in sheep's clothing - பசுத்தோல் போர்த்திய புலி",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Union is strength - ஒற்றுமையே வலிமை\n\n2. No smoke without fire - வல்லான் வகுத்ததே வாய்க்கால்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,2
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Might is right - வல்லான் வகுத்ததே வாய்க்கால்\n\n2. Many things fall between the cup and the lip - கைக்கு எட்டியது வாய்க்கு எட்டவில்லை",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Health is wealth - நோயற்ற வாழ்வே குறைவற்ற செல்வம்\n\n2. Too much of anything is good for nothing - அளவுக்கு மிஞ்சினால் அமுதமும் நஞ்சு",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. No pain no gain - உழைப்பின்றி ஊதியமில்லை\n\n2. Haste makes waste - அறிவே ஆற்றல்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,2
"சரியான மற்றும் தவறான இணைகளைக் கண்டறிக:\n\n1. Knowledge is power - அறிவே ஆற்றல்\n\n2. Charity begins at home - தனக்கு மிஞ்சியே தானமும் தருமமும்",இரண்டும் சரி,1 சரி 2 தவறு,1 தவறு 2 சரி,இரண்டும் தவறு,1
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Covet all lose all - பேராசை பெருநட்டம்\n\n2. Diamonds cut diamonds - முள்ளை முள்ளால் எடு\n\n3. East or west home is the best - எலி வளையானாலும் தனி வளையே சிறந்தது\n\n4. Empty vessels make the greatest sound - குறை குடம் கூத்தாடும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Money makes many things - பணம் பத்தும் செய்யும்\n\n2. Eagles don't catch flies - புலி பசித்தாலும் புல்லைத் தின்னாது\n\n3. Old is gold - காலம் பொன் போன்றது\n\n4. Prevention is better than cure - வருமுன் காப்பதே சிறந்தது",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Slow and steady wins the race - முயற்சி திருவினையாக்கும்\n\n2. First deserve then desire - முடவன் கொம்புத்தேனுக்கு ஆசைப்படலாமா?\n\n3. Little strokes fell great oaks - அடிமேல் அடி அடித்தால் அம்மியும் நகரும்\n\n4. Tit for tat - யானைக்கும் பானைக்கும் சரி",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Work is worship - செய்யும் தொழிலே தெய்வம்\n\n2. Time is Gold - காலம் பொன் போன்றது\n\n3. Birds of the same feather flock together - இனம் இனத்தோடு சேரும்\n\n4. Every cock will crow upon his own dunghill - வீட்டில் எலி வெளியில் புலி",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Failure is the stepping stone to success - தோல்வியே வெற்றிக்கு அடிப்படை\n\n2. Art is long and life is short - கல்வி கரையில கற்பவர் நாள் சில\n\n3. Look before you leap - ஆழம் அறியாமல் காலைவிடாதே\n\n4. Man proposes; God disposes - நாம் ஒன்று நினைக்க தெய்வம் ஒன்று நினைக்கும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Strike the rod while it is hot - காற்றுள்ளபோதே தூற்றிக்கொள்\n\n2. Familiarity breeds contempt - பழகப் பழகப் பாலும் புளிக்கும்\n\n3. The mills of god grind slow but sure - அரசன் அன்றுகொல்வான் தெய்வம் நின்று கொல்லும்\n\n4. The face is the index of the mind - அகத்தின் அழகு முகத்தில் தெரியும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. All that glitter is not gold - மின்னுவதெல்லாம் பொன்னல்ல\n\n2. Art is long but life is short - கல்வி கரையில கற்பவர் நாள் சில\n\n3. Barking dog seldom bite - குரைக்கின்ற நாய் கடிக்காது\n\n4. Even a pin is good for something - சிறுதுரும்பும் பல் குத்த உதவும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Take time by the forelock - காலத்தே கடமையைச் செய்\n\n2. A friend in need is a friend indeed - உயிர் கொடுப்பான் தோழன்\n\n3. Self help is the best help - தன் கையே தனக்கு உதவி\n\n4. Efforts never fail - முயற்சி திருவினையாக்கும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Live and let live - வாழு வாழவிடு\n\n2. Think everybody alike - உன்னைப்போல் பிறரையும் நேசி\n\n3. Manners make the man - ஒழுக்கம் உயர்வு தரும்\n\n4. All is well that ends well - நல்ல தொடக்கம் நல்ல முடிவைத் தரும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. Misfortunes never come single - பட்டகாலிலே படும் கெட்ட குடியே கெடும்\n\n2. Do well what you have to do - செய்வன திருந்தச் செய்\n\n3. Every tide has its ebb - ஏற்றம் உண்டானால் இறக்கம் உண்டு\n\n4. Small rudders guide great ships - சிறு துரும்பும் பல் குத்த உதவும்",1,2,3,4,4
"கீழ்க்கண்டவற்றுள் எத்தனை இணைகள் சரியாகப் பொருந்தியுள்ளன?\n\n1. You must walk before run - சிந்தித்துச் செயல்படு\n\n2. Distance lends enchantment to the view - இக்கரைக்கு அக்கரை பச்சை\n\n3. Measure is a treasure - அளவுக்கு மீறினால் அமுதமும் நஞ்சு\n\n4. Make hay while the Sun shines - காற்றுள்ள போதே தூற்றிக்கொள்",1,2,3,4,4
